rmse	mae	#iter	time_pred	time_learn	time_learn2	time_learn4	alpha	rmse_mcmc_this	rmse_mcmc_all	rmse_mcmc_all_but5
1793.1	1308.13	0	1.#QNAN	0	0.016	0	5.11391e-008	1793.1	1793.1	3880.47
1490.82	1079.66	1	1.#QNAN	0	0.016	0	2.45727e-007	1448.08	1490.82	3880.47
1436.16	1029.75	2	1.#QNAN	0	0	0	4.18701e-007	1427.33	1436.16	3880.47
1414.93	1004.74	3	1.#QNAN	0	0.015	0	4.34365e-007	1401.69	1414.93	3880.47
1404.05	990.212	4	1.#QNAN	0	0	0	4.44111e-007	1404.18	1404.05	37687.6
1395.4	980.673	5	1.#QNAN	0	0.016	0	4.63474e-007	1388.13	1395.4	1388.13
1392.08	976.642	6	1.#QNAN	0	0.015	0	4.52961e-007	1409.11	1392.08	1391.38
1388.1	971.854	7	1.#QNAN	0	0	0	4.7456e-007	1383.14	1388.1	1386.24
1383.03	966.559	8	1.#QNAN	0	0.016	0	4.69115e-007	1365.54	1383.03	1378.07
1379.12	961.341	9	1.#QNAN	0	0	0	4.99814e-007	1366.16	1379.12	1373.47
1374.17	956.103	10	1.#QNAN	0	0.016	0	4.80829e-007	1346.11	1374.17	1366.42
1371.41	953.371	11	1.#QNAN	0	0.015	0	4.85103e-007	1368.25	1371.41	1364.69
1366.13	948.798	12	1.#QNAN	0	0	0	4.94645e-007	1320.76	1366.13	1357.76
1362.27	944.024	13	1.#QNAN	0	0.016	0	5.01473e-007	1336.16	1362.27	1353.81
1358.58	939.397	14	1.#QNAN	0	0	0	4.9944e-007	1330.2	1358.58	1350.03
1355.79	936.068	15	1.#QNAN	0	0.015	0	5.01097e-007	1341.28	1355.79	1347.72
1351.63	931.436	16	1.#QNAN	0	0.016	0	5.0152e-007	1312.62	1351.63	1343.21
1347.01	927.178	17	1.#QNAN	0	0	0	5.21642e-007	1300.92	1347.01	1338.05
1343.13	923.253	18	1.#QNAN	0	0.016	0	5.17154e-007	1302.89	1343.13	1333.97
1338.94	918.992	19	1.#QNAN	0	0	0	5.30961e-007	1297.07	1338.94	1329.74
1335.46	915.4	20	1.#QNAN	0	0.015	0	5.54066e-007	1307.65	1335.46	1326.52
1331.05	911.261	21	1.#QNAN	0	0.016	0	5.34606e-007	1276.78	1331.05	1321.86
1326.91	907.197	22	1.#QNAN	0	0	0	5.72139e-007	1289.94	1326.91	1317.7
1322.42	902.898	23	1.#QNAN	0	0.015	0	5.73272e-007	1297.67	1322.42	1313.1
1318.08	898.141	24	1.#QNAN	0	0	0	5.92566e-007	1306.93	1318.08	1308.84
1314.56	894.115	25	1.#QNAN	0	0.016	0	6.08593e-007	1318.47	1314.56	1305.69
1311.25	890.355	26	1.#QNAN	0	0.016	0	6.02062e-007	1314.39	1311.25	1302.69
1307.36	886.336	27	1.#QNAN	0	0	0	5.997e-007	1303.92	1307.36	1299.01
1303.93	882.663	28	1.#QNAN	0	0.015	0	6.2501e-007	1318.64	1303.93	1295.91
1300.68	879.088	29	1.#QNAN	0	0	0	6.34368e-007	1345.46	1300.68	1293.12
1297.13	875.83	30	1.#QNAN	0	0.016	0	6.449e-007	1332	1297.13	1290
1295.07	873.445	31	1.#QNAN	0	0	0	6.7139e-007	1368.03	1295.07	1288.67
1293.09	871.59	32	1.#QNAN	0	0.015	0	6.45596e-007	1352.3	1293.09	1287.28
1290.93	869.374	33	1.#QNAN	0	0.016	0	6.49943e-007	1340.42	1290.93	1285.58
1288.83	867.331	34	1.#QNAN	0	0	0	6.69065e-007	1373	1288.83	1284.03
1287.26	865.67	35	1.#QNAN	0	0.016	0	6.57782e-007	1376.88	1287.26	1283
1285.28	863.543	36	1.#QNAN	0	0	0	6.35548e-007	1358.16	1285.28	1281.47
1283.62	861.771	37	1.#QNAN	0	0.015	0	6.64624e-007	1370.03	1283.62	1280.29
1281.98	860.09	38	1.#QNAN	0	0	0	6.4096e-007	1358.7	1281.98	1279.12
1280.44	858.401	39	1.#QNAN	0	0.016	0	6.62923e-007	1362.76	1280.44	1278.08
1279.79	857.156	40	1.#QNAN	0	0.015	0	6.38503e-007	1347.93	1279.79	1277.92
1278.83	855.831	41	1.#QNAN	0	0	0	6.56845e-007	1359.32	1278.83	1277.41
1277.97	854.722	42	1.#QNAN	0	0.016	0	6.6197e-007	1367	1277.97	1276.99
1277.32	853.358	43	1.#QNAN	0	0	0	6.4381e-007	1355.69	1277.32	1276.74
1276.8	852.316	44	1.#QNAN	0	0.016	0	6.72443e-007	1329.61	1276.8	1276.5
