rmse	mae	#iter	time_pred	time_learn	time_learn2	time_learn4	alpha	rmse_mcmc_this	rmse_mcmc_all	rmse_mcmc_all_but5
24298.9	18919.6	0	1.#QNAN	0	0	0	3.41818e-011	24298.9	24298.9	3999.82
22688.8	17352.3	1	1.#QNAN	0	0.016	0	6.72019e-010	22036.7	22688.8	3999.82
22097.3	16724.3	2	1.#QNAN	0	0.016	0	8.97308e-010	21327.6	22097.3	3999.82
21516.8	16170.7	3	1.#QNAN	0	0	0	9.91837e-010	20182.5	21516.8	3999.82
20824.9	15545.7	4	1.#QNAN	0	0.015	0	1.16421e-009	18483	20824.9	37739.9
19920.7	14777.7	5	1.#QNAN	0	0	0	1.40438e-009	16019.4	19920.7	16019.4
18911.8	13935.5	6	1.#QNAN	0	0.016	0	1.95491e-009	13903	18911.8	14797.3
17978.3	13151.5	7	1.#QNAN	0	0.015	0	2.64612e-009	12859.9	17978.3	13985.6
17179.7	12471.3	8	1.#QNAN	0	0	0	3.36625e-009	12384.1	17179.7	13435.3
16479.5	11896.8	9	1.#QNAN	0	0.016	0	3.82864e-009	11993.6	16479.5	13005.5
15859.4	11390.8	10	1.#QNAN	0	0	0	4.25765e-009	11504.7	15859.4	12637.8
15328.6	10953.4	11	1.#QNAN	0	0.016	0	4.68331e-009	11248.6	15328.6	12345.9
14846.6	10561.9	12	1.#QNAN	0	0.015	0	5.03193e-009	10819.3	14846.6	12066
14443.2	10234.6	13	1.#QNAN	0	0	0	5.34697e-009	10698.2	14443.2	11854.2
14088.9	9944.11	14	1.#QNAN	0	0.016	0	5.69894e-009	10683.3	14088.9	11679.7
13771.7	9687.46	15	1.#QNAN	0	0	0	5.84118e-009	10455.7	13771.7	11520.9
13492.5	9455.62	16	1.#QNAN	0	0.015	0	5.85154e-009	10378.5	13492.5	11383.6
13242.6	9245.49	17	1.#QNAN	0	0.016	0	6.08338e-009	10163.5	13242.6	11259.8
13030.8	9069.42	18	1.#QNAN	0	0	0	6.35863e-009	10234.3	13030.8	11163
12831.9	8908.12	19	1.#QNAN	0	0.016	0	6.24158e-009	10097.9	12831.9	11065.1
12643.8	8753.34	20	1.#QNAN	0	0	0	6.58345e-009	9853.75	12643.8	10966.4
12457.4	8601.47	21	1.#QNAN	0	0.015	0	7.06383e-009	9481.67	12457.4	10857.8
12289.8	8469.67	22	1.#QNAN	0	0	0	7.36021e-009	9451.09	12289.8	10760.7
12132.8	8345.44	23	1.#QNAN	0	0.016	0	7.4463e-009	9293.3	12132.8	10667.5
11979.9	8226.23	24	1.#QNAN	0	0.015	0	7.86483e-009	9106.56	11979.9	10573.2
11844.9	8120.28	25	1.#QNAN	0	0.001	0	8.21608e-009	9225.4	11844.9	10494.3
11707.2	8013.21	26	1.#QNAN	0	0.016	0	8.26008e-009	8869.84	11707.2	10405.2
11579.6	7914.5	27	1.#QNAN	0	0	0	8.55797e-009	8843.63	11579.6	10323.7
11461	7823.36	28	1.#QNAN	0	0.016	0	8.96617e-009	8849.03	11461	10248.1
11345.2	7734.25	29	1.#QNAN	0	0	0	9.25769e-009	8659.97	11345.2	10172.8
11232.6	7647.97	30	1.#QNAN	0	0.015	0	9.37335e-009	8544.21	11232.6	10096.7
11124	7566.52	31	1.#QNAN	0	0.016	0	9.47135e-009	8453.11	11124	10023.3
11016.8	7486.26	32	1.#QNAN	0	0	0	9.67638e-009	8249.91	11016.8	9947.66
10909.8	7404.61	33	1.#QNAN	0	0.015	0	1.01471e-008	8103.41	10909.8	9870.5
10802.7	7324.03	34	1.#QNAN	0	0	0	1.08525e-008	7846.88	10802.7	9790.42
10702.5	7251.09	35	1.#QNAN	0	0.016	0	1.13198e-008	7880	10702.5	9716.39
10607	7180.48	36	1.#QNAN	0	0	0	1.19208e-008	7764.01	10607	9645.31
10511.9	7108.78	37	1.#QNAN	0	0.016	0	1.22639e-008	7690.56	10511.9	9573.92
10412.1	7034.31	38	1.#QNAN	0	0.015	0	1.25828e-008	7302.94	10412.1	9495.51
10318.2	6965.77	39	1.#QNAN	0	0	0	1.34398e-008	7345.03	10318.2	9421.97
10228.8	6900.42	40	1.#QNAN	0	0.016	0	1.37347e-008	7193.99	10228.8	9351.63
10139.3	6835.93	41	1.#QNAN	0	0	0	1.43004e-008	7068.76	10139.3	9280.32
10054.6	6774.31	42	1.#QNAN	0	0.015	0	1.48259e-008	7036.66	10054.6	9212.77
9968.63	6713.11	43	1.#QNAN	0	0.016	0	1.57455e-008	6896.62	9968.63	9143.47
