rmse	mae	#iter	time_pred	time_learn	time_learn2	time_learn4	alpha	rmse_mcmc_this	rmse_mcmc_all	rmse_mcmc_all_but5
18718.2	13015.2	0	1.#QNAN	0	0.016	0	1.30306e-012	18718.2	18718.2	4115.63
17758.6	12297.8	1	1.#QNAN	0	0	0	2.33564e-011	18284	17758.6	4115.63
17572.8	12006.6	2	1.#QNAN	0	0.015	0	2.88871e-011	18089.7	17572.8	4115.63
17323.4	11686	3	1.#QNAN	0	0.016	0	3.16921e-011	17210.9	17323.4	4115.63
17367.9	11724.6	4	1.#QNAN	0	0.015	0	3.75054e-011	18067.8	17367.9	32670.1
17311.7	11630.1	5	1.#QNAN	0	0.016	0	4.13608e-011	17669	17311.7	17669
17229.9	11540.1	6	1.#QNAN	0	0.016	0	4.40953e-011	17479	17229.9	17273.9
17166.5	11478	7	1.#QNAN	0	0.015	0	4.86484e-011	17355.1	17166.5	17181.2
17086.8	11404	8	1.#QNAN	0	0	0	5.25984e-011	17170.5	17086.8	17055.7
17077.4	11381.1	9	1.#QNAN	0	0.016	0	5.79449e-011	17470.6	17077.4	17073.2
17023.3	11317.9	10	1.#QNAN	0	0.015	0	6.41094e-011	16991	17023.3	17010.9
16897.5	11213.7	11	1.#QNAN	0	0.016	0	6.81646e-011	16433	16897.5	16835.5
16830.6	11151.9	12	1.#QNAN	0	0.016	0	7.75892e-011	16775.2	16830.6	16764.3
16772.3	11100.1	13	1.#QNAN	0	0.015	0	8.78393e-011	16681.5	16772.3	16701.7
16708.9	11040	14	1.#QNAN	0	0.016	0	9.30713e-011	16450.1	16708.9	16627.2
16640.6	10974.8	15	1.#QNAN	0	0.015	0	1.04637e-010	16252.6	16640.6	16552.6
16588	10938.5	16	1.#QNAN	0	0.016	0	1.16895e-010	16359.3	16588	16489.5
16523.2	10883.9	17	1.#QNAN	0	0.016	0	1.30636e-010	15993.6	16523.2	16415.6
16482.7	10853.7	18	1.#QNAN	0	0	0	1.43127e-010	16259.2	16482.7	16372.7
16415.2	10798.3	19	1.#QNAN	0	0.015	0	1.65193e-010	15611.5	16415.2	16297.2
16325.8	10734.9	20	1.#QNAN	0	0.016	0	1.68183e-010	15319.6	16325.8	16197.5
16254.1	10676.1	21	1.#QNAN	0	0.015	0	1.99849e-010	15463.7	16254.1	16118.3
16164.3	10610.2	22	1.#QNAN	0	0.016	0	2.17087e-010	14977	16164.3	16020.1
16098.6	10559.5	23	1.#QNAN	0	0.016	0	2.39946e-010	15205.4	16098.6	15948.1
16015.9	10499.6	24	1.#QNAN	0	0.015	0	2.62979e-010	14713.1	16015.9	15855.5
15950.2	10452.5	25	1.#QNAN	0	0.016	0	2.9278e-010	14897.4	15950.2	15785.7
15842.2	10371	26	1.#QNAN	0	0.015	0	3.20327e-010	13904.2	15842.2	15666.6
15747.5	10303.5	27	1.#QNAN	0	0	0	3.5944e-010	14024.7	15747.5	15563.5
