rmse	mae	#iter	time_pred	time_learn	time_learn2	time_learn4	alpha	rmse_mcmc_this	rmse_mcmc_all	rmse_mcmc_all_but5
24273.4	19642.6	0	1.#QNAN	0	0.016	0	9.58447e-012	24273.4	24273.4	4115.63
23610.3	18854	1	1.#QNAN	0	0.015	0	1.97815e-010	23603.5	23610.3	4115.63
23309	18470.8	2	1.#QNAN	0	0.016	0	2.64824e-010	23162.7	23309	4115.63
23250.6	18380.9	3	1.#QNAN	0	0.015	0	3.04688e-010	23241.4	23250.6	4115.63
23197	18300.1	4	1.#QNAN	0	0.032	0	3.18437e-010	23181.9	23197	32670.1
23098.7	18174.9	5	1.#QNAN	0	0.015	0	3.46807e-010	22842.1	23098.7	22842.1
23005.4	18085.9	6	1.#QNAN	0	0.016	0	3.95658e-010	22667.5	23005.4	22650.2
22854.6	17949.6	7	1.#QNAN	0	0.015	0	4.57391e-010	22084.2	22854.6	22396.5
22718.2	17798.6	8	1.#QNAN	0	0.016	0	5.12137e-010	21909.4	22718.2	22223.3
22528.9	17615.1	9	1.#QNAN	0	0.016	0	5.74156e-010	21236.9	22528.9	21971.4
22306.4	17399.9	10	1.#QNAN	0	0.015	0	6.97255e-010	20543.4	22306.4	21681.2
22047	17156.4	11	1.#QNAN	0	0.016	0	8.71615e-010	19800.1	22047	21351.3
21671.1	16814	12	1.#QNAN	0	0.031	0	1.08497e-009	18215.1	21671.1	20860.8
21306.4	16478.1	13	1.#QNAN	0	0.016	0	1.32942e-009	17775.9	21306.4	20418.8
20905.7	16110.3	14	1.#QNAN	0	0.015	0	1.52165e-009	16768.7	20905.7	19943.1
20492.9	15729.2	15	1.#QNAN	0	0.016	0	1.78264e-009	16007.2	20492.9	19466.8
20051.8	15330.8	16	1.#QNAN	0	0.015	0	2.02206e-009	14917.2	20051.8	18965.7
19645	14961.1	17	1.#QNAN	0	0.016	0	2.28174e-009	14679.9	19645	18523.1
19233.6	14598.6	18	1.#QNAN	0	0.016	0	2.44829e-009	14018.3	19233.6	18081.6
18853.5	14263.9	19	1.#QNAN	0	0.015	0	2.66973e-009	13762	18853.5	17686.6
18476.9	13937.6	20	1.#QNAN	0	0.031	0	2.87309e-009	13145.9	18476.9	17299.5
18111.6	13619.7	21	1.#QNAN	0	0.016	0	3.08977e-009	12666.5	18111.6	16928.7
17762.5	13321.4	22	1.#QNAN	0	0.016	0	3.31824e-009	12336.8	17762.5	16579.6
17439.4	13044.3	23	1.#QNAN	0	0.015	0	3.36248e-009	12269.6	17439.4	16263.6
17134	12782.8	24	1.#QNAN	0	0.016	0	3.527e-009	11985.8	17134	15969.2
16842	12533.5	25	1.#QNAN	0	0.015	0	3.78837e-009	11737.8	16842	15690.5
16567	12298.8	26	1.#QNAN	0	0.016	0	4.03476e-009	11567.3	16567	15431.3
16311.2	12080.1	27	1.#QNAN	0	0.016	0	4.05353e-009	11511	16311.2	15194
16066.9	11872.8	28	1.#QNAN	0	0.031	0	4.3133e-009	11323.8	16066.9	14968.5
15836.8	11677.9	29	1.#QNAN	0	0.015	0	4.60785e-009	11170.7	15836.8	14758.4
15618.7	11494.8	30	1.#QNAN	0	0.016	0	4.38524e-009	11007.4	15618.7	14560.6
15415.1	11324.7	31	1.#QNAN	0	0.016	0	4.66701e-009	10989.8	15415.1	14378.4
15216.4	11160	32	1.#QNAN	0	0.015	0	4.96445e-009	10774.5	15216.4	14200.1
15027.9	11003.1	33	1.#QNAN	0	0.016	0	4.93012e-009	10701.2	15027.9	14032.1
14849.7	10855.2	34	1.#QNAN	0	0.015	0	5.09948e-009	10590.3	14849.7	13874.4
14673.5	10710.4	35	1.#QNAN	0	0.016	1	5.25438e-009	10281.2	14673.5	13717.5
14506.5	10571.6	36	1.#QNAN	0	0.031	0	5.43405e-009	10202.5	14506.5	13569.9
14349.4	10439.6	37	1.#QNAN	0	0.016	0	5.65155e-009	10207	14349.4	13432.4
14193	10309.9	38	1.#QNAN	0	0.015	0	5.78088e-009	9923.19	14193	13294.3
14046	10186.4	39	1.#QNAN	0	0.016	0	5.86965e-009	9930.45	14046	13165.5
13906	10068.4	40	1.#QNAN	0	0.031	0	5.86786e-009	9958.84	13906	13043.6
13760.7	9948.73	41	1.#QNAN	0	0.016	0	5.92525e-009	9481.25	13760.7	12914.7
13630	9838.79	42	1.#QNAN	0	0.015	0	6.64004e-009	9743.5	13630	12801.3
13502.9	9732.07	43	1.#QNAN	0	0.016	0	6.54449e-009	9631.05	13502.9	12690.5
13377.4	9628.41	44	1.#QNAN	0	0.016	0	6.58964e-009	9419.62	13377.4	12580.4
13256	9527.95	45	1.#QNAN	0	0.031	0	6.8724e-009	9321.93	13256	12474.1
13138.2	9432.03	46	1.#QNAN	0	0.015	0	7.05921e-009	9226.23	13138.2	12370.9
13022.8	9339.01	47	1.#QNAN	0	0.016	0	7.15191e-009	9139.71	13022.8	12269.6
12908.9	9248.64	48	1.#QNAN	0	0.016	0	7.31282e-009	8978.13	12908.9	12169.2
12800.7	9163	49	1.#QNAN	0	0.015	0	7.48545e-009	8997.37	12800.7	12074.4
12695.7	9079.52	50	1.#QNAN	0	0.016	0	7.81926e-009	8832.55	12695.7	11982.2
12595.9	8999.7	51	1.#QNAN	0	0.031	0	8.21061e-009	8905.44	12595.9	11895.3
12497	8921.95	52	1.#QNAN	0	0.016	0	7.95191e-009	8757.44	12497	11808.5
12403	8847.01	53	1.#QNAN	0	0.015	0	8.5624e-009	8745.24	12403	11726.4
12309.3	8773.35	54	1.#QNAN	0	0.016	0	8.48174e-009	8597.78	12309.3	11644.1
12214.3	8699.63	55	1.#QNAN	0	0.015	0	8.9462e-009	8407.72	12214.3	11560
12122.2	8627.78	56	1.#QNAN	0	0.016	0	9.29108e-009	8314.07	12122.2	11478.5
12030.1	8556.48	57	1.#QNAN	0	0.031	0	9.53178e-009	8177.23	12030.1	11396.5
