rmse	mae	#iter	time_pred	time_learn	time_learn2	time_learn4	alpha	rmse_mcmc_this	rmse_mcmc_all	rmse_mcmc_all_but5
13003.8	9866.58	0	1.#QNAN	0	0.016	0	1.63858e-010	13003.8	13003.8	3999.82
12377.2	9344.07	1	1.#QNAN	0	0.016	0	3.1002e-009	12169.1	12377.2	3999.82
12168	9185.73	2	1.#QNAN	0	0.031	0	3.87239e-009	11967.9	12168	3999.82
11922.9	8994.16	3	1.#QNAN	0	0.015	0	4.24997e-009	11375	11922.9	3999.82
11674	8825.01	4	1.#QNAN	0	0.016	0	4.56182e-009	10762.2	11674	37739.9
11393.2	8625.64	5	1.#QNAN	0	0.016	0	5.06237e-009	10072.7	11393.2	10072.7
11062.1	8382.49	6	1.#QNAN	0	0.015	0	6.27085e-009	9179.96	11062.1	9588.72
10702.8	8119.34	7	1.#QNAN	0	0.016	0	7.45663e-009	8418.05	10702.8	9148
10323.6	7839.97	8	1.#QNAN	0	0.017	0	8.83768e-009	7628.24	10323.6	8712.38
9942.26	7557.29	9	1.#QNAN	0	0.016	0	1.08849e-008	6968.24	9942.26	8306.12
9561.76	7267.45	10	1.#QNAN	0	0.031	0	1.35416e-008	6462.92	9561.76	7925.66
9205.06	6992.43	11	1.#QNAN	0	0.016	0	1.71396e-008	6077.82	9205.06	7592.04
8875.86	6735.23	12	1.#QNAN	0	0.015	0	1.88241e-008	5910.37	8875.86	7305.38
8576.31	6497.66	13	1.#QNAN	0	0.016	0	2.14368e-008	5702.02	8576.31	7059.08
8297.33	6273.19	14	1.#QNAN	0	0.016	0	2.33224e-008	5549.04	8297.33	6838.23
8043.54	6072.11	15	1.#QNAN	0	0.015	0	2.62569e-008	5366.36	8043.54	6644.63
7814.22	5891.17	16	1.#QNAN	0	0.016	0	2.79595e-008	5292.38	7814.22	6476.05
7598.41	5719.42	17	1.#QNAN	0	0.031	0	3.00742e-008	5052.89	7598.41	6316.39
7405.85	5566.45	18	1.#QNAN	0	0.017	0	3.06668e-008	4964.54	7405.85	6178.73
7225.76	5424.56	19	1.#QNAN	0	0.015	0	3.31598e-008	4803.39	7225.76	6049.84
7063.73	5298.14	20	1.#QNAN	0	0.016	0	3.47355e-008	4828.97	7063.73	5937.76
6912.32	5177.75	21	1.#QNAN	0	0.015	0	3.59615e-008	4728.19	6912.32	5833.2
6771.34	5064.72	22	1.#QNAN	0	0.016	0	3.76485e-008	4623.46	6771.34	5736.01
6641.72	4962.61	23	1.#QNAN	0	0.016	0	3.90175e-008	4534.39	6641.72	5647.71
6525.28	4870.06	24	1.#QNAN	0	0.015	0	4.14678e-008	4552.66	6525.28	5570.68
6415.49	4782.04	25	1.#QNAN	0	0.016	0	4.14722e-008	4506.63	6415.49	5498.38
6314.73	4701.05	26	1.#QNAN	0	0.031	0	4.26163e-008	4515.66	6314.73	5433.2
6219.47	4625.02	27	1.#QNAN	0	0.016	0	4.42136e-008	4432.74	6219.47	5370.59
6127.36	4551.44	28	1.#QNAN	0	0.016	0	4.60225e-008	4303.03	6127.36	5308.29
6042.2	4483.14	29	1.#QNAN	0	0.016	0	4.72288e-008	4281.7	6042.2	5251.12
5964.05	4419.81	30	1.#QNAN	0	0.015	0	4.82462e-008	4277.89	5964.05	5199.47
5887.73	4357.77	31	1.#QNAN	0	0.032	0	5.06847e-008	4175.44	5887.73	5147.89
5815.19	4298.39	32	1.#QNAN	0	0.015	0	5.23305e-008	4173.88	5815.19	5099.34
