rmse	mae	#iter	time_pred	time_learn	time_learn2	time_learn4	alpha	rmse_mcmc_this	rmse_mcmc_all	rmse_mcmc_all_but5
9905.91	6126.17	0	1.#QNAN	0	0.016	0	7.13766e-011	9905.91	9905.91	4115.63
9662.26	5870.61	1	1.#QNAN	0	0	0	1.36507e-009	9993.48	9662.26	4115.63
9605.54	5823.99	2	1.#QNAN	0	0	0	1.75648e-009	9790.96	9605.54	4115.63
9539	5784.31	3	1.#QNAN	0	0.016	0	2.01199e-009	9488.8	9539	4115.63
9498.24	5769.65	4	1.#QNAN	0	0	0	2.1188e-009	9488.64	9498.24	32670.1
9382.32	5705.65	5	1.#QNAN	0	0	0	2.51844e-009	8947.77	9382.32	8947.77
9231.09	5620.46	6	1.#QNAN	0	0	0	2.95432e-009	8517.27	9231.09	8669.21
9057.28	5524.13	7	1.#QNAN	0	0.015	0	3.56354e-009	8134.46	9057.28	8428.72
8875.03	5421.34	8	1.#QNAN	0	0	0	4.16691e-009	7684.44	8875.03	8204.09
8666.35	5295.89	9	1.#QNAN	0	0	0	5.08575e-009	7179.37	8666.35	7946.01
8427.43	5159.27	10	1.#QNAN	0	0.016	0	6.26749e-009	6617.64	8427.43	7657.89
8216.67	5037.83	11	1.#QNAN	0	0	0	7.17266e-009	6473.86	8216.67	7434.38
8003.41	4915.18	12	1.#QNAN	0	0	0	7.92075e-009	6178.25	8003.41	7216.9
7816.07	4809.12	13	1.#QNAN	0	0.015	0	8.99332e-009	6106.74	7816.07	7040.92
7624.41	4699.94	14	1.#QNAN	0	0	0	1.09095e-008	5781.39	7624.41	6859.88
7437.57	4595.54	15	1.#QNAN	0	0	0	1.13e-008	5691.48	7437.57	6687.99
7267.09	4499.75	16	1.#QNAN	0	0.016	0	1.23028e-008	5579.31	7267.09	6538.4
7101.74	4406.28	17	1.#QNAN	0	0	0	1.30497e-008	5492.51	7101.74	6395.32
6947.43	4318.72	18	1.#QNAN	0	0	0	1.47963e-008	5432.8	6947.43	6264.97
6805.66	4241.52	19	1.#QNAN	0	0.016	0	1.57555e-008	5370.24	6805.66	6149.53
6670.68	4165.46	20	1.#QNAN	0	0	0	1.69522e-008	5275.42	6670.68	6040.29
6541.57	4091.56	21	1.#QNAN	0	0	0	1.81225e-008	5162.59	6541.57	5936.3
6416.31	4015.64	22	1.#QNAN	0	0	0	1.95997e-008	5033.27	6416.31	5834.36
6303.37	3946.65	23	1.#QNAN	0	0.015	0	2.05488e-008	5038.64	6303.37	5745.77
6194.17	3878.91	24	1.#QNAN	0	0	0	2.10705e-008	4889.12	6194.17	5658.25
6093.99	3816.95	25	1.#QNAN	0	0	0	2.26591e-008	4962.48	6093.99	5581.38
5998.02	3757.51	26	1.#QNAN	0	0.016	0	2.39093e-008	4859.42	5998.02	5507.51
5911.19	3703.64	27	1.#QNAN	0	0	0	2.51501e-008	4861.28	5911.19	5442.29
5828.31	3651.41	28	1.#QNAN	0	0	0	2.52894e-008	4821.57	5828.31	5380.05
5750.73	3601.03	29	1.#QNAN	0	0.015	0	2.5473e-008	4779.49	5750.73	5322.22
5677.7	3554.76	30	1.#QNAN	0	0	0	2.59577e-008	4806.6	5677.7	5268.57
5610.54	3512.49	31	1.#QNAN	0	0	0	2.84452e-008	4743.77	5610.54	5219.61
5545.41	3471.14	32	1.#QNAN	0	0	0	2.91826e-008	4656.85	5545.41	5171.78
5484.77	3432.61	33	1.#QNAN	0	0.016	0	3.05401e-008	4689.71	5484.77	5128.12
5426.33	3395.76	34	1.#QNAN	0	0	0	3.01719e-008	4586.88	5426.33	5085.13
5371.2	3360.84	35	1.#QNAN	0	0	0	3.34281e-008	4528.4	5371.2	5044.65
5318.84	3327	36	1.#QNAN	0	0.016	0	3.2716e-008	4536.78	5318.84	5006.41
5267.2	3293.89	37	1.#QNAN	0	0	0	3.50323e-008	4470.08	5267.2	4967.99
5219.1	3262.51	38	1.#QNAN	0	0	0	3.51984e-008	4464.51	5219.1	4932.64
5172.7	3231.75	39	1.#QNAN	0	0.015	0	3.56455e-008	4441.43	5172.7	4898.32
5128.13	3202.69	40	1.#QNAN	0	0	0	3.70795e-008	4371.13	5128.13	4865.04
5085.19	3174.76	41	1.#QNAN	0	0	0	3.68876e-008	4316.48	5085.19	4832.67
5044.59	3148.11	42	1.#QNAN	0	0	0	3.90084e-008	4276.44	5044.59	4801.96
5003.97	3121.63	43	1.#QNAN	0	0.016	0	3.93962e-008	4176.44	5003.97	4770.58
4962.43	3094.9	44	1.#QNAN	0	0	0	4.04636e-008	4100.98	4962.43	4737.73
4922.59	3069.24	45	1.#QNAN	0	0	0	4.32265e-008	4066.45	4922.59	4706.07
4881.64	3043.28	46	1.#QNAN	0	0.015	0	4.40435e-008	3961.71	4881.64	4672.66
4842.47	3018.61	47	1.#QNAN	0	0	0	4.65163e-008	4012.33	4842.47	4641.06
4806.27	2995.78	48	1.#QNAN	0	0	0	4.67473e-008	3978.26	4806.27	4612.05
4770.43	2973.32	49	1.#QNAN	0	0.016	0	5.13301e-008	3924.87	4770.43	4582.97
4735.53	2951.81	50	1.#QNAN	0	0	0	4.93331e-008	3868.44	4735.53	4554.38
4700.73	2930.29	51	1.#QNAN	0	0	0	5.18445e-008	3778.28	4700.73	4525.59
4667.22	2909.43	52	1.#QNAN	0	0	0	5.57633e-008	3802.68	4667.22	4497.78
4634.41	2888.85	53	1.#QNAN	0	0.016	0	5.62917e-008	3741.64	4634.41	4470.39
4602.85	2868.31	54	1.#QNAN	0	0	0	5.64426e-008	3738.95	4602.85	4444.05
4572.79	2848.96	55	1.#QNAN	0	0	0	5.75307e-008	3718.94	4572.79	4419.1
4543.65	2830.29	56	1.#QNAN	0	0.015	0	6.06781e-008	3673.3	4543.65	4394.76
4513.93	2811.4	57	1.#QNAN	0	0	0	6.14845e-008	3575.12	4513.93	4369.42
4484.38	2792.34	58	1.#QNAN	0	0	0	6.35751e-008	3540.3	4484.38	4344.09
4456.05	2774.37	59	1.#QNAN	0	0.016	0	6.5956e-008	3547.78	4456.05	4319.85
4427.43	2756.42	60	1.#QNAN	0	0	0	6.82712e-008	3427.73	4427.43	4295.09
4400.58	2739.38	61	1.#QNAN	0	0	0	6.87102e-008	3485.57	4400.58	4272.1
4373.86	2722.53	62	1.#QNAN	0	0	0	7.23102e-008	3410.66	4373.86	4248.9
4347.58	2705.87	63	1.#QNAN	0	0.015	0	7.38826e-008	3394.88	4347.58	4226.04
4321.47	2689.55	64	1.#QNAN	0	0	0	7.68037e-008	3349.9	4321.47	4203.23
4295.59	2673.07	65	1.#QNAN	0	0	0	7.50169e-008	3289.55	4295.59	4180.49
4270.42	2657.41	66	1.#QNAN	0	0.016	0	7.93537e-008	3275.42	4270.42	4158.28
4245.65	2641.87	67	1.#QNAN	0	0	0	8.39253e-008	3267.48	4245.65	4136.41
4221.36	2626.95	68	1.#QNAN	0	0	0	8.35052e-008	3202.53	4221.36	4114.8
4198.04	2612.84	69	1.#QNAN	0	0.016	0	8.60404e-008	3202.53	4198.04	4094.1
4174.78	2599.16	70	1.#QNAN	0	0	0	8.90734e-008	3145.61	4174.78	4073.22
4151.28	2585.24	71	1.#QNAN	0	0	0	9.00078e-008	3088.28	4151.28	4052.06
4129.41	2572.23	72	1.#QNAN	0	0	0	9.63768e-008	3149	4129.41	4032.51
4107.2	2559.06	73	1.#QNAN	0	0.015	0	9.02675e-008	3114.63	4107.2	4012.52
4085.2	2546.02	74	1.#QNAN	0	0	0	9.70495e-008	3030.89	4085.2	3992.53
4064.04	2533.48	75	1.#QNAN	0	0	0	9.66951e-008	3020.32	4064.04	3973.35
4042.95	2521	76	1.#QNAN	0	0.016	0	9.70139e-008	3011.44	4042.95	3954.15
4021.58	2508.57	77	1.#QNAN	0	0	0	1.01374e-007	2921.08	4021.58	3934.56
4001.1	2496.75	78	1.#QNAN	0	0	0	1.07818e-007	2919.82	4001.1	3915.77
3981.46	2485.36	79	1.#QNAN	0	0.015	0	1.08872e-007	2935.2	3981.46	3897.84
3961.67	2474.02	80	1.#QNAN	0	0	0	1.1965e-007	2874.61	3961.67	3879.63
3941.61	2462.46	81	1.#QNAN	0	0	0	1.19041e-007	2839.47	3941.61	3861.1
3922.25	2451.38	82	1.#QNAN	0	0.016	0	1.1306e-007	2832.49	3922.25	3843.21
3903.04	2440.19	83	1.#QNAN	0	0	0	1.20325e-007	2802.96	3903.04	3825.36
3884.68	2429.54	84	1.#QNAN	0	0	0	1.24449e-007	2824.83	3884.68	3808.41
3866.19	2419.12	85	1.#QNAN	0	0	0	1.26213e-007	2793.25	3866.19	3791.24
3847.96	2408.75	86	1.#QNAN	0	0.016	0	1.26536e-007	2761.05	3847.96	3774.25
3829.52	2398.44	87	1.#QNAN	0	0	0	1.32791e-007	2712.14	3829.52	3756.96
3811.66	2388.52	88	1.#QNAN	0	0	0	1.35897e-007	2725.21	3811.66	3740.27
3793.66	2378.45	89	1.#QNAN	0	0.015	0	1.32615e-007	2679.82	3793.66	3723.36
3776	2368.44	90	1.#QNAN	0	0	0	1.44077e-007	2658.84	3776	3706.77
3758.68	2358.6	91	1.#QNAN	0	0	0	1.4158e-007	2663.35	3758.68	3690.5
3741.23	2348.86	92	1.#QNAN	0	0.016	0	1.48608e-007	2633.49	3741.23	3674.05
3723.71	2338.88	93	1.#QNAN	0	0	0	1.49753e-007	2591.62	3723.71	3657.56
3706.68	2329.25	94	1.#QNAN	0	0	0	1.51899e-007	2591	3706.68	3641.48
3690.01	2319.78	95	1.#QNAN	0	0.015	0	1.54875e-007	2587.92	3690.01	3625.77
3673.59	2310.41	96	1.#QNAN	0	0	0	1.60216e-007	2575.37	3673.59	3610.29
3657.3	2300.96	97	1.#QNAN	0	0	0	1.63404e-007	2539.09	3657.3	3594.89
3640.91	2291.55	98	1.#QNAN	0	0.016	0	1.69248e-007	2510.25	3640.91	3579.36
3624.66	2282.24	99	1.#QNAN	0	0	0	1.68772e-007	2485.04	3624.66	3563.91
3608.3	2272.96	100	1.#QNAN	0	0	0	1.70187e-007	2461.97	3608.3	3548.34
3592.46	2263.84	101	1.#QNAN	0	0.016	0	1.70215e-007	2453.65	3592.46	3533.26
3576.84	2254.84	102	1.#QNAN	0	0	0	1.78741e-007	2434.46	3576.84	3518.42
