rmse	mae	#iter	time_pred	time_learn	time_learn2	time_learn4	alpha	rmse_mcmc_this	rmse_mcmc_all	rmse_mcmc_all_but5
1911.15	1295.63	0	1.#QNAN	0	0.016	0	5.43881e-008	1911.15	1911.15	4162.21
1661.53	1141.08	1	1.#QNAN	0	0.016	0	3.05993e-007	1569.53	1661.53	4162.21
1609.7	1106.88	2	1.#QNAN	0	0.015	0	4.47695e-007	1571.84	1609.7	4162.21
1587.96	1087.45	3	1.#QNAN	0	0.016	0	4.56195e-007	1558.5	1587.96	4162.21
1568.59	1070.91	4	1.#QNAN	0	0.015	0	4.45529e-007	1517.93	1568.59	37734.5
1550.4	1057.01	5	1.#QNAN	0	0.016	1	4.88832e-007	1490.85	1550.4	1490.85
1534.26	1043.68	6	1.#QNAN	0	0	0	5.04061e-007	1470.7	1534.26	1471.25
1521.29	1033.42	7	1.#QNAN	0	0.016	0	5.15699e-007	1461.74	1521.29	1464.57
1509.48	1022.39	8	1.#QNAN	0	0.015	0	5.27739e-007	1449.97	1509.48	1456.6
1499.36	1014.25	9	1.#QNAN	0	0.016	0	5.37086e-007	1451.62	1499.36	1452.13
1490.68	1005.31	10	1.#QNAN	0	0.015	0	5.53784e-007	1453.92	1490.68	1449.05
1481.08	996.46	11	1.#QNAN	0	0.016	0	5.40996e-007	1423.8	1481.08	1442.65
1474.56	989.926	12	1.#QNAN	0	0.016	0	5.40004e-007	1440.87	1474.56	1439.86
1468.77	984.098	13	1.#QNAN	0	0.015	0	5.39449e-007	1437.37	1468.77	1437.44
1463.14	977.954	14	1.#QNAN	0	0	0	5.46268e-007	1436.04	1463.14	1434.6
1458.41	973.353	15	1.#QNAN	0	0.016	0	5.45408e-007	1430.45	1458.41	1432.41
1455.16	969.601	16	1.#QNAN	0	0.015	0	5.56541e-007	1437.35	1455.16	1431.48
1451.84	966.657	17	1.#QNAN	0	0.016	0	5.64304e-007	1430.73	1451.84	1430.11
1448.23	962.871	18	1.#QNAN	0	0.016	0	5.46189e-007	1426.16	1448.23	1428.12
1445.79	960	19	1.#QNAN	0	0.015	0	5.59287e-007	1445.28	1445.79	1427.74
1443.37	957.671	20	1.#QNAN	0	0	0	5.74589e-007	1434.61	1443.37	1426.89
1440.44	954.827	21	1.#QNAN	0	0.016	0	5.84803e-007	1403.56	1440.44	1424.85
1438.13	952.21	22	1.#QNAN	0	0.015	0	5.85561e-007	1419.99	1438.13	1423.59
1436.16	950.005	23	1.#QNAN	0	0.016	0	5.77444e-007	1420.53	1436.16	1422.58
1434.6	948.151	24	1.#QNAN	0	0.016	0	5.70164e-007	1426.31	1434.6	1421.96
1432.63	945.908	25	1.#QNAN	0	0.015	0	5.71052e-007	1418.5	1432.63	1420.82
1431.77	944.715	26	1.#QNAN	0	0.016	0	5.65606e-007	1435.99	1431.77	1420.79
1430.34	943.166	27	1.#QNAN	0	0.015	0	5.71127e-007	1421.7	1430.34	1420.07
1428.74	941.244	28	1.#QNAN	0	0.016	0	5.94938e-007	1412.8	1428.74	1419.02
1427.76	940.26	29	1.#QNAN	0	0.016	0	5.66723e-007	1426.21	1427.76	1418.62
1426.62	938.945	30	1.#QNAN	0	0.015	0	5.57918e-007	1419.96	1426.62	1418.05
1425.87	938.152	31	1.#QNAN	0	0	0	5.56883e-007	1427.56	1425.87	1417.81
1424.64	936.878	32	1.#QNAN	0	0.016	0	5.7629e-007	1406.52	1424.64	1416.93
1424.03	935.566	33	1.#QNAN	0	0.015	0	5.95865e-007	1425.16	1424.03	1416.73
1423.78	934.676	34	1.#QNAN	0	0.016	0	6.03046e-007	1442.44	1423.78	1416.95
1423.02	933.967	35	1.#QNAN	0	0.016	0	5.65313e-007	1418.9	1423.02	1416.46
1422.45	933.124	36	1.#QNAN	0	0.015	0	5.61525e-007	1418.33	1422.45	1416.13
1421.51	932.194	37	1.#QNAN	0	0.016	0	5.55967e-007	1413.69	1421.51	1415.49
1420.52	931.403	38	1.#QNAN	0	0	0	5.83294e-007	1414.65	1420.52	1414.8
1418.97	930.283	39	1.#QNAN	0	0.015	0	6.00284e-007	1389.92	1418.97	1413.39
1416.76	929.002	40	1.#QNAN	0	0.016	0	5.81862e-007	1364.26	1416.76	1411.18
1414.92	927.509	41	1.#QNAN	0	0.016	0	6.11392e-007	1391.62	1414.92	1409.51
1412.93	925.734	42	1.#QNAN	0	0.015	0	6.27749e-007	1390.59	1412.93	1407.71
1410.93	923.76	43	1.#QNAN	0	0.016	0	6.35026e-007	1390.53	1410.93	1405.81
1409.15	922.129	44	1.#QNAN	0	0	0	6.24023e-007	1398.09	1409.15	1404.12
1407.79	920.24	45	1.#QNAN	0	0.015	0	6.53152e-007	1437.63	1407.79	1403
1406.32	918.801	46	1.#QNAN	0	0.016	0	6.71087e-007	1409.03	1406.32	1401.67
1405.47	916.966	47	1.#QNAN	0	0.016	0	6.88176e-007	1445.33	1405.47	1401.06
1404.4	915.287	48	1.#QNAN	0	0.015	0	6.8434e-007	1439.09	1404.4	1400.15
1403.26	913.44	49	1.#QNAN	0	0.016	0	6.9716e-007	1430.51	1403.26	1399.14
1402.47	911.975	50	1.#QNAN	0	0	0	7.09696e-007	1454.94	1402.47	1398.51
1401.52	910.606	51	1.#QNAN	0	0.015	0	6.77156e-007	1438.02	1401.52	1397.61
1400.57	909.161	52	1.#QNAN	0	0.016	0	6.90513e-007	1462.1	1400.57	1396.68
