rmse	mae	#iter	time_pred	time_learn	time_learn2	time_learn4	alpha	rmse_mcmc_this	rmse_mcmc_all	rmse_mcmc_all_but5
2513.84	1716.87	0	1.#QNAN	0	0	0	5.31825e-008	2513.84	2513.84	4162.21
1895.39	1287.44	1	1.#QNAN	0	0	0	1.84979e-007	1601.23	1895.39	4162.21
1727.97	1179.39	2	1.#QNAN	0	0	0	4.32762e-007	1551.91	1727.97	4162.21
1657.19	1134.35	3	1.#QNAN	0	0.016	0	4.53178e-007	1547.96	1657.19	4162.21
1619.43	1106	4	1.#QNAN	0	0	0	4.79277e-007	1545.9	1619.43	37734.5
1589.11	1085.51	5	1.#QNAN	0	0	0	4.59852e-007	1499.89	1589.11	1499.89
1572.47	1072.27	6	1.#QNAN	0	0.015	0	4.83359e-007	1503.06	1572.47	1495.82
1559.03	1062.9	7	1.#QNAN	0	0	0	4.66576e-007	1505.46	1559.03	1494.73
1545.43	1051.06	8	1.#QNAN	0	0	0	4.86633e-007	1465.27	1545.43	1484.92
1535.53	1042.12	9	1.#QNAN	0	0.016	0	4.86527e-007	1479.1	1535.53	1481.29
1528.54	1035.13	10	1.#QNAN	0	0	0	5.12987e-007	1484	1528.54	1480.03
1519.81	1027.96	11	1.#QNAN	0	0	0	5.12182e-007	1446.24	1519.81	1473.74
1513.82	1023.04	12	1.#QNAN	0	0.015	0	4.84282e-007	1475.13	1513.82	1472.01
1508.04	1017.76	13	1.#QNAN	0	0	0	5.24352e-007	1457.16	1508.04	1468.56
1502.22	1012.88	14	1.#QNAN	0	0	0	5.33397e-007	1444.78	1502.22	1464.99
1496.73	1008.06	15	1.#QNAN	0	0.016	0	5.28635e-007	1441.74	1496.73	1461.2
1492.4	1003.87	16	1.#QNAN	0	0	0	5.1744e-007	1453.13	1492.4	1459.03
1488.9	999.937	17	1.#QNAN	0	0	0	5.26673e-007	1457.01	1488.9	1457.51
1485.72	996.303	18	1.#QNAN	0	0	0	5.47345e-007	1450.03	1485.72	1455.98
1479.67	991.302	19	1.#QNAN	0	0.016	0	5.35382e-007	1396.06	1479.67	1450.58
1475.35	987.561	20	1.#QNAN	0	0	0	5.57296e-007	1417.23	1475.35	1447.56
