rmse	mae	#iter	time_pred	time_learn	time_learn2	time_learn4	alpha	rmse_mcmc_this	rmse_mcmc_all	rmse_mcmc_all_but5
18624.1	12314.7	0	1.#QNAN	0	0.016	0	8.68535e-012	18624.1	18624.1	3999.82
17380.8	11398.4	1	1.#QNAN	0	0.016	0	1.87051e-010	17748.9	17380.8	3999.82
17404.3	11326.5	2	1.#QNAN	0	0.031	0	2.17898e-010	18043.9	17404.3	3999.82
17384.4	11244.1	3	1.#QNAN	0	0.015	0	2.58609e-010	17812.8	17384.4	3999.82
17319.2	11171.1	4	1.#QNAN	0	0.016	0	2.79374e-010	17424.6	17319.2	37739.9
17290.9	11143	5	1.#QNAN	0	0.016	0	2.98455e-010	17625.7	17290.9	17625.7
17210.3	11061.6	6	1.#QNAN	0	0.015	0	3.23314e-010	17183.6	17210.3	17184.9
17190.1	11045.4	7	1.#QNAN	0	0.031	0	3.60806e-010	17436.5	17190.1	17159.1
17102.3	10969.1	8	1.#QNAN	0	0.016	0	3.78051e-010	16727	17102.3	16979.8
17017.7	10907.1	9	1.#QNAN	0	0.016	0	4.11033e-010	16540.5	17017.7	16833.1
16876.4	10794.5	10	1.#QNAN	0	0.015	0	4.68847e-010	15894.9	16876.4	16614.3
16706.1	10668.9	11	1.#QNAN	0	0.017	0	4.85873e-010	15414.9	16706.1	16376.4
16603.5	10596.4	12	1.#QNAN	0	0.015	0	5.35654e-010	15675.3	16603.5	16259.5
16465.8	10501.3	13	1.#QNAN	0	0.032	0	5.99346e-010	15123	16465.8	16089.7
16332.8	10415.2	14	1.#QNAN	0	0.015	0	6.54836e-010	14894.1	16332.8	15935.3
16211.7	10331.4	15	1.#QNAN	0	0.016	0	7.42917e-010	14805.1	16211.7	15802.4
16101.7	10253.8	16	1.#QNAN	0	0.015	0	7.91562e-010	14764.8	16101.7	15686.7
15965.3	10160.4	17	1.#QNAN	0	0.016	0	8.62752e-010	14139.8	15965.3	15537.5
15819.6	10062	18	1.#QNAN	0	0.016	0	9.23995e-010	13711.6	15819.6	15377.4
