rmse	mae	#iter	time_pred	time_learn	time_learn2	time_learn4	alpha	rmse_mcmc_this	rmse_mcmc_all	rmse_mcmc_all_but5
18709	14007.2	0	1.#QNAN	0	0	0	7.40862e-011	18709	18709	3999.82
17609.9	13094.4	1	1.#QNAN	0	0.016	0	1.47369e-009	17174.1	17609.9	3999.82
17286.5	12863.2	2	1.#QNAN	0	0	0	1.79744e-009	16871.6	17286.5	3999.82
16946.8	12605.5	3	1.#QNAN	0	0.015	0	2.01116e-009	16123	16946.8	3999.82
16556	12311.5	4	1.#QNAN	0	0.016	0	2.17425e-009	15157.3	16556	37739.9
16174.7	12030.4	5	1.#QNAN	0	0	0	2.49845e-009	14482.7	16174.7	14482.7
15805.3	11768.3	6	1.#QNAN	0	0.015	0	2.75088e-009	13779.1	15805.3	14046.7
15443.7	11507	7	1.#QNAN	0	0	0	3.01786e-009	13074.1	15443.7	13677.9
15107.6	11269.3	8	1.#QNAN	0	0.016	0	3.40969e-009	12590.8	15107.6	13376.6
14768.8	11025.9	9	1.#QNAN	0	0	0	3.84875e-009	11877.3	14768.8	13055.9
14455.2	10804.3	10	1.#QNAN	0	0.016	0	4.26283e-009	11502.6	14455.2	12775.3
14172	10603.2	11	1.#QNAN	0	0.015	0	4.55196e-009	11204.2	14172	12536.8
13884.4	10400.7	12	1.#QNAN	0	0	0	5.07527e-009	10626	13884.4	12280.4
13597.8	10194.7	13	1.#QNAN	0	0.016	0	5.8093e-009	10030.7	13597.8	12017.9
13328.4	10003.6	14	1.#QNAN	0	0	0	6.30037e-009	9755.51	13328.4	11776.3
13061.1	9811.95	15	1.#QNAN	0	0.015	0	6.77651e-009	9236.63	13061.1	11532.2
12782.6	9615.96	16	1.#QNAN	0	0	0	7.68909e-009	8561.2	12782.6	11269.3
12510.5	9424.6	17	1.#QNAN	0	0.016	0	8.41298e-009	8145.81	12510.5	11013.2
12249.6	9239.79	18	1.#QNAN	0	0.016	0	9.81388e-009	7782.51	12249.6	10769.2
11981.8	9047.72	19	1.#QNAN	0	0	0	1.0983e-008	7260.49	11981.8	10514.5
11691.3	8838.58	20	1.#QNAN	0	0.015	0	1.29844e-008	6454.49	11691.3	10228.2
11395.3	8622.9	21	1.#QNAN	0	0	0	1.68765e-008	5902.54	11395.3	9934.84
11097.2	8403.75	22	1.#QNAN	0	0.016	0	2.0447e-008	5523.65	11097.2	9640.6
10810.5	8189.6	23	1.#QNAN	0	0	0	2.43427e-008	5325.01	10810.5	9360.63
10527.1	7977.25	24	1.#QNAN	0	0.015	0	2.81973e-008	4988.47	10527.1	9085.15
10253.8	7768.21	25	1.#QNAN	0	0.016	0	3.15951e-008	4794.95	10253.8	8821.8
9991.46	7567.13	26	1.#QNAN	0	0	0	3.5458e-008	4624.58	9991.46	8571.75
9741.05	7374.53	27	1.#QNAN	0	0.016	0	4.13016e-008	4439.56	9741.05	8335.23
9501.63	7190.01	28	1.#QNAN	0	0	0	4.27625e-008	4311.38	9501.63	8111.28
9276.08	7016.77	29	1.#QNAN	0	0.015	0	4.56639e-008	4238.47	9276.08	7903.13
9061.55	6851.77	30	1.#QNAN	0	0	0	5.11751e-008	4108.41	9061.55	7706.89
8860.77	6696.75	31	1.#QNAN	0	0.016	0	5.29403e-008	4075.53	8860.77	7525.71
8668.79	6548.09	32	1.#QNAN	0	0.015	1	5.55784e-008	3992.16	8668.79	7353.65
8486.26	6407.6	33	1.#QNAN	0	0	0	6.23043e-008	3938.62	8486.26	7191.68
8313.01	6274.69	34	1.#QNAN	0	0.016	0	6.34437e-008	3859.65	8313.01	7039.2
8148.7	6147.37	35	1.#QNAN	0	0	0	6.72871e-008	3800.06	8148.7	6895.62
7991.56	6026.49	36	1.#QNAN	0	0.016	0	6.84376e-008	3727.57	7991.56	6759.33
7842.35	5911.32	37	1.#QNAN	0	0	0	7.17605e-008	3706.6	7842.35	6631.06
7701.53	5801.74	38	1.#QNAN	0	0.015	0	7.67991e-008	3687.48	7701.53	6511.24
7565.02	5695.76	39	1.#QNAN	0	0	0	8.23398e-008	3612.01	7565.02	6395.28
7435.53	5595.29	40	1.#QNAN	0	0.016	0	8.10292e-008	3612.53	7435.53	6286.12
7312.52	5499.83	41	1.#QNAN	0	0.015	0	8.38374e-008	3604.64	7312.52	6183.39
7193.85	5408.37	42	1.#QNAN	0	0	0	9.21416e-008	3486.56	7193.85	6084.35
7080.13	5320.44	43	1.#QNAN	0	0.016	0	9.14291e-008	3449.45	7080.13	5990
6971.98	5236.56	44	1.#QNAN	0	0	0	9.8376e-008	3442.07	6971.98	5900.95
6868.7	5155.62	45	1.#QNAN	0	0.016	0	9.69864e-008	3459.87	6868.7	5816.33
6768.21	5077.47	46	1.#QNAN	0	0	0	1.06151e-007	3372.88	6768.21	5734.11
6671.96	5002.98	47	1.#QNAN	0	0.015	0	1.0257e-007	3299.89	6671.96	5655.6
6578.69	4930.93	48	1.#QNAN	0	0.016	0	1.10869e-007	3294.38	6578.69	5579.68
6489.02	4861.17	49	1.#QNAN	0	0	0	1.12613e-007	3246.88	6489.02	5507.06
6402.1	4794.24	50	1.#QNAN	0	0.015	0	1.12641e-007	3220.42	6402.1	5436.84
6318.98	4730.11	51	1.#QNAN	0	0	0	1.20405e-007	3166.3	6318.98	5369.93
6238.5	4667.68	52	1.#QNAN	0	0.016	0	1.21943e-007	3104.15	6238.5	5305.12
6160.75	4607.53	53	1.#QNAN	0	0	0	1.27261e-007	3061.75	6160.75	5242.72
6085.54	4548.93	54	1.#QNAN	0	0.016	0	1.31e-007	3067.06	6085.54	5182.56
6011.88	4491.67	55	1.#QNAN	0	0.015	0	1.3374e-007	2989.77	6011.88	5123.42
5941.89	4436.78	56	1.#QNAN	0	0	0	1.42749e-007	3033.36	5941.89	5067.65
5874.31	4383.8	57	1.#QNAN	0	0.016	0	1.37745e-007	2995.54	5874.31	5014.02
5808.19	4332.36	58	1.#QNAN	0	0	0	1.40052e-007	2968.28	5808.19	4961.59
5743.63	4282.02	59	1.#QNAN	0	0.015	0	1.50758e-007	2913.91	5743.63	4910.3
5681.03	4233.28	60	1.#QNAN	0	0.016	0	1.56133e-007	2885.2	5681.03	4860.59
5619.91	4185.87	61	1.#QNAN	0	0	0	1.60761e-007	2845.8	5619.91	4812.07
