rmse	mae	#iter	time_pred	time_learn	time_learn2	time_learn4	alpha	rmse_mcmc_this	rmse_mcmc_all	rmse_mcmc_all_but5
1970.27	1342.74	0	1.#QNAN	0	0.032	0	5.48292e-008	1970.27	1970.27	4115.63
1684.45	1138.6	1	1.#QNAN	0	0.015	0	2.9252e-007	1579.5	1684.45	4115.63
1621.08	1086.92	2	1.#QNAN	0	0.016	0	4.50986e-007	1572.97	1621.08	4115.63
1591.82	1061.48	3	1.#QNAN	0	0.015	0	4.72193e-007	1549.77	1591.82	4115.63
1576.05	1044.09	4	1.#QNAN	0	0.016	0	4.75771e-007	1543.69	1576.05	32670.1
1563.28	1033.26	5	1.#QNAN	0	0.016	0	4.77466e-007	1521.05	1563.28	1521.05
1553.4	1025.31	6	1.#QNAN	0	0.015	0	5.03551e-007	1513.55	1553.4	1512.45
1543.07	1018.01	7	1.#QNAN	0	0.016	0	4.99882e-007	1495.31	1543.07	1503.29
1532.76	1009.66	8	1.#QNAN	0	0.031	0	5.23688e-007	1472.2	1532.76	1492.22
1522.12	999.88	9	1.#QNAN	0	0.016	0	5.26196e-007	1456.55	1522.12	1481.66
1512.58	991.239	10	1.#QNAN	0	0.015	0	5.34373e-007	1445.14	1512.58	1473.22
1506.09	984.775	11	1.#QNAN	0	0.016	0	5.36376e-007	1464.37	1506.09	1469.77
1497.86	977.449	12	1.#QNAN	0	0.015	0	5.42564e-007	1434.76	1497.86	1462.69
1491.03	971.34	13	1.#QNAN	0	0.032	0	5.53062e-007	1439.27	1491.03	1457.41
1482.88	964.107	14	1.#QNAN	0	0.015	0	5.46359e-007	1403.49	1482.88	1449.97
1476.29	958.867	15	1.#QNAN	0	0.016	0	5.68087e-007	1414.74	1476.29	1444.87
1470.57	953.745	16	1.#QNAN	0	0.015	0	5.66381e-007	1415.29	1470.57	1440.69
1465.58	949.156	17	1.#QNAN	0	0.016	0	5.65495e-007	1425.63	1465.58	1437.29
1460.07	944.387	18	1.#QNAN	0	0.031	0	5.67448e-007	1399.45	1460.07	1432.93
1454.68	940.271	19	1.#QNAN	0	0.016	0	5.69755e-007	1389.4	1454.68	1428.46
1451.85	937.175	20	1.#QNAN	0	0.015	0	5.67025e-007	1430.59	1451.85	1427.09
1448.07	934.021	21	1.#QNAN	0	0.016	0	5.6947e-007	1397.69	1448.07	1424.28
1444.85	930.855	22	1.#QNAN	0	0.016	0	5.81171e-007	1401.17	1444.85	1422.12
1442.22	928.316	23	1.#QNAN	0	0.015	0	5.60086e-007	1410.73	1442.22	1420.47
1440.35	925.984	24	1.#QNAN	0	0.016	0	5.643e-007	1421	1440.35	1419.66
1437.62	923.477	25	1.#QNAN	0	0.015	0	5.43706e-007	1396.54	1437.62	1417.76
1434.8	921.222	26	1.#QNAN	0	0.032	0	5.63781e-007	1384.7	1434.8	1415.56
1432.98	919.439	27	1.#QNAN	0	0.015	0	5.79214e-007	1407.01	1432.98	1414.46
1431.49	917.786	28	1.#QNAN	0	0.016	0	5.81554e-007	1412.57	1431.49	1413.72
1430.44	916.107	29	1.#QNAN	0	0.015	0	5.69557e-007	1426.55	1430.44	1413.49
1428.32	914.383	30	1.#QNAN	0	0.016	0	5.71878e-007	1386.43	1428.32	1411.83
1427.08	913.064	31	1.#QNAN	0	0.016	0	5.47802e-007	1415.18	1427.08	1411.19
1425.41	910.877	32	1.#QNAN	0	0.015	0	5.84482e-007	1398.22	1425.41	1410.05
1424.24	909.592	33	1.#QNAN	0	0.031	0	5.99883e-007	1407.04	1424.24	1409.4
