rmse	mae	#iter	time_pred	time_learn	time_learn2	time_learn4	alpha	rmse_mcmc_this	rmse_mcmc_all	rmse_mcmc_all_but5
4079.44	3269.18	0	1.#QNAN	0	0	0	2.36146e-009	4079.44	4079.44	3999.82
3719.42	2964.12	1	1.#QNAN	0	0.016	0	4.58816e-008	3604.95	3719.42	3999.82
3601.05	2873.75	2	1.#QNAN	0	0	0	6.13325e-008	3447.47	3601.05	3999.82
3501.53	2793.83	3	1.#QNAN	0	0.015	0	6.6334e-008	3269.17	3501.53	3999.82
3401.93	2716.39	4	1.#QNAN	0	0	0	7.27398e-008	3071.11	3401.93	37739.9
3288.1	2630.91	5	1.#QNAN	0	0.016	0	8.63578e-008	2827.16	3288.1	2827.16
3175.82	2545.62	6	1.#QNAN	0	0.015	0	1.08933e-007	2610.89	3175.82	2700.68
3064.33	2460.93	7	1.#QNAN	0	0	0	1.27146e-007	2446.09	3064.33	2599.2
2957.74	2376.58	8	1.#QNAN	0	0.016	0	1.45664e-007	2352.82	2957.74	2518.21
2861.09	2297.82	9	1.#QNAN	0	0	0	1.78734e-007	2276.76	2861.09	2449.98
2773.91	2222.39	10	1.#QNAN	0	0.016	0	1.91624e-007	2220.59	2773.91	2393.04
2697.67	2154.98	11	1.#QNAN	0	0	0	2.12261e-007	2209.51	2697.67	2348.07
2626.26	2090.98	12	1.#QNAN	0	0.015	0	2.14629e-007	2150.31	2626.26	2304.8
2559.71	2029.96	13	1.#QNAN	0	0.016	0	2.44117e-007	2104.74	2559.71	2263.76
2501.17	1975.01	14	1.#QNAN	0	0	0	2.60878e-007	2101.21	2501.17	2230
2446.52	1925.12	15	1.#QNAN	0	0.015	0	2.7164e-007	2027.61	2446.52	2196.21
2398.55	1880.21	16	1.#QNAN	0	0	0	2.85998e-007	2061.1	2398.55	2169.43
2352.3	1838.52	17	1.#QNAN	0	0.016	0	2.95735e-007	1992.07	2352.3	2141.01
2312.48	1802.04	18	1.#QNAN	0	0.016	0	3.06637e-007	2011.44	2312.48	2118.73
2276.17	1768.64	19	1.#QNAN	0	0	0	3.28683e-007	1991.6	2276.17	2098.27
2242.92	1737.21	20	1.#QNAN	0	0.015	0	3.22624e-007	1965.9	2242.92	2078.8
2212.61	1709.41	21	1.#QNAN	0	0	0	3.30069e-007	1986.37	2212.61	2062.12
2183.77	1682.46	22	1.#QNAN	0	0.016	0	3.57456e-007	1959.09	2183.77	2044.81
2156.94	1657.36	23	1.#QNAN	0	0	0	3.62013e-007	1909.88	2156.94	2027.97
2133.73	1634.65	24	1.#QNAN	0	0.015	0	3.67411e-007	1931.26	2133.73	2014.54
2110.76	1612.64	25	1.#QNAN	0	0	0	3.78543e-007	1862.34	2110.76	1999.66
2090.72	1592.38	26	1.#QNAN	0	0.016	0	3.71133e-007	1868.36	2090.72	1987.34
2072.28	1573.27	27	1.#QNAN	0	0.016	0	3.92338e-007	1896.06	2072.28	1976.7
2055.72	1556.27	28	1.#QNAN	0	0	0	3.8322e-007	1912.8	2055.72	1967.52
2040.93	1540.01	29	1.#QNAN	0	0.015	0	4.01639e-007	1945.97	2040.93	1959.92
2025.6	1523.45	30	1.#QNAN	0	0	0	4.15844e-007	1881.82	2025.6	1950.69
2011.66	1508.76	31	1.#QNAN	0	0.016	0	4.16094e-007	1880.29	2011.66	1942.26
1996.65	1493.28	32	1.#QNAN	0	0	0	4.26663e-007	1822.18	1996.65	1931.9
1983.14	1478.69	33	1.#QNAN	0	0.015	0	4.44732e-007	1840.57	1983.14	1922.98
1968.95	1464.24	34	1.#QNAN	0	0.016	0	4.42972e-007	1799.39	1968.95	1912.78
1956.08	1450.19	35	1.#QNAN	0	0	0	4.73785e-007	1819.25	1956.08	1903.69
1944.2	1436.96	36	1.#QNAN	0	0.016	0	4.42772e-007	1824.77	1944.2	1895.64
1933.78	1424.88	37	1.#QNAN	0	0	0	4.64778e-007	1859.45	1933.78	1889.02
1923.56	1413.12	38	1.#QNAN	0	0.015	0	4.66568e-007	1835.44	1923.56	1882.12
