rmse	mae	#iter	time_pred	time_learn	time_learn2	time_learn4	alpha	rmse_mcmc_this	rmse_mcmc_all	rmse_mcmc_all_but5
2293.8	1546.99	0	1.#QNAN	0	0.016	0	5.5049e-008	2293.8	2293.8	4287.87
1880.11	1248.01	1	1.#QNAN	0	0	0	2.15524e-007	1687.44	1880.11	4287.87
1770.85	1173.37	2	1.#QNAN	0	0.016	0	4.66164e-007	1646.32	1770.85	4287.87
1719.03	1137.07	3	1.#QNAN	0	0.015	0	4.74014e-007	1623.6	1719.03	4287.87
1690.95	1116.04	4	1.#QNAN	0	0	0	4.93994e-007	1611.65	1690.95	37538.7
1671.89	1101.9	5	1.#QNAN	0	0.016	0	5.12208e-007	1606.91	1671.89	1606.91
1655.2	1089.23	6	1.#QNAN	0	0	0	5.26825e-007	1579.86	1655.2	1588.44
1639.54	1076.64	7	1.#QNAN	0	0.015	0	5.28433e-007	1556.42	1639.54	1574.41
1627.22	1068.08	8	1.#QNAN	0	0.016	0	5.36844e-007	1558.08	1627.22	1567.63
1615.46	1059.73	9	1.#QNAN	0	0	0	5.4623e-007	1539.75	1615.46	1559.94
1605.59	1052.79	10	1.#QNAN	0	0.016	0	5.54201e-007	1535.93	1605.59	1553.58
1594.96	1044.83	11	1.#QNAN	0	0.015	0	5.63884e-007	1514.35	1594.96	1545.76
1586.15	1039.25	12	1.#QNAN	0	0	0	5.87536e-007	1514.62	1586.15	1539.8
1578.92	1033.7	13	1.#QNAN	0	0.016	0	5.87456e-007	1516.96	1578.92	1535.58
1572.75	1029.12	14	1.#QNAN	0	0.015	0	5.7695e-007	1520.99	1572.75	1532.65
1568.07	1025.11	15	1.#QNAN	0	0	0	5.77509e-007	1522.72	1568.07	1530.66
1562.57	1021.86	16	1.#QNAN	0	0.016	0	5.94469e-007	1504.07	1562.57	1527.3
1559.35	1018.62	17	1.#QNAN	0	0	0	5.76055e-007	1533.86	1559.35	1526.53
1556.84	1016.52	18	1.#QNAN	0	0.016	0	5.73717e-007	1537.57	1556.84	1526.34
1553.58	1014.45	19	1.#QNAN	0	0.015	0	5.9289e-007	1514.32	1553.58	1524.7
1550.77	1012.49	20	1.#QNAN	0	0	0	6.07758e-007	1513.92	1550.77	1523.36
1548.79	1010.47	21	1.#QNAN	0	0.016	0	5.77893e-007	1530.33	1548.79	1522.95
1547.3	1008.85	22	1.#QNAN	0	0.015	0	6.00142e-007	1536.18	1547.3	1523.05
1544.86	1007.16	23	1.#QNAN	0	0	0	5.9781e-007	1510.72	1544.86	1521.78
1543.04	1005.34	24	1.#QNAN	0	0.016	0	5.87437e-007	1520.88	1543.04	1521.05
1541.39	1004.01	25	1.#QNAN	0	0	0	5.7374e-007	1518.4	1541.39	1520.4
1539.94	1003.06	26	1.#QNAN	0	0.016	0	5.76619e-007	1519.86	1539.94	1519.88
1537.94	1001.77	27	1.#QNAN	0	0.015	1	5.82573e-007	1504.49	1537.94	1518.66
1536.45	1000.2	28	1.#QNAN	0	0	0	5.75154e-007	1518.51	1536.45	1518.01
1534.83	999.151	29	1.#QNAN	0	0.016	0	6.10649e-007	1509.6	1534.83	1517.1
1533.3	998.056	30	1.#QNAN	0	0	0	6.29385e-007	1508.7	1533.3	1516.19
1531.31	996.699	31	1.#QNAN	0	0.015	0	6.01536e-007	1490.37	1531.31	1514.72
1529.36	995.542	32	1.#QNAN	0	0	0	5.97423e-007	1491.01	1529.36	1513.27
1528.47	994.666	33	1.#QNAN	0	0.016	0	6.19922e-007	1518.21	1528.47	1512.96
1527.11	993.591	34	1.#QNAN	0	0.016	0	6.15803e-007	1497.15	1527.11	1512.02
1525.95	992.535	35	1.#QNAN	0	0	0	6.25415e-007	1501.62	1525.95	1511.29
1524.73	991.667	36	1.#QNAN	0	0.015	0	6.21978e-007	1501.1	1524.73	1510.48
1523.07	990.569	37	1.#QNAN	0	0	0	6.08498e-007	1483.49	1523.07	1509.15
1522.18	989.841	38	1.#QNAN	0	0.016	0	5.95029e-007	1510.12	1522.18	1508.71
1520.98	989.075	39	1.#QNAN	0	0	0	5.96326e-007	1498.78	1520.98	1507.85
1520.15	988.274	40	1.#QNAN	0	0.015	0	6.22104e-007	1512.2	1520.15	1507.42
1518.9	987.557	41	1.#QNAN	0	0.016	0	6.30487e-007	1502.14	1518.9	1506.53
1517.75	986.701	42	1.#QNAN	0	0	0	6.3596e-007	1496.75	1517.75	1505.68
1516.71	986.002	43	1.#QNAN	0	0.016	0	6.34603e-007	1500.76	1516.71	1504.98
1515.77	985.182	44	1.#QNAN	0	0	0	6.62017e-007	1502.8	1515.77	1504.36
1515.34	984.453	45	1.#QNAN	0	0.015	0	6.12782e-007	1530.48	1515.34	1504.28
1514.64	983.808	46	1.#QNAN	0	0	0	6.45454e-007	1525.44	1514.64	1503.94
1514.15	983.014	47	1.#QNAN	0	0.016	0	6.51057e-007	1539.53	1514.15	1503.8
1513.53	982.524	48	1.#QNAN	0	0.015	0	6.4249e-007	1520.22	1513.53	1503.46
1512.88	981.821	49	1.#QNAN	0	0	0	6.69793e-007	1520.11	1512.88	1503.12
1511.96	981.041	50	1.#QNAN	0	0.016	0	6.67656e-007	1501.92	1511.96	1502.43
1511.2	980.104	51	1.#QNAN	0	0	0	6.90329e-007	1519.57	1511.2	1501.94
1510.61	979.461	52	1.#QNAN	0	0.016	0	6.59133e-007	1510.48	1510.61	1501.59
1509.83	978.79	53	1.#QNAN	0	0.015	0	6.54884e-007	1498.06	1509.83	1501.01
1508.97	977.938	54	1.#QNAN	0	0	0	6.70065e-007	1496.96	1508.97	1500.37
1508.11	976.975	55	1.#QNAN	0	0.016	0	6.73957e-007	1502.6	1508.11	1499.71
1507.02	976.116	56	1.#QNAN	0	0	0	6.78121e-007	1482.65	1507.02	1498.8
1506.02	975.15	57	1.#QNAN	0	0.015	0	6.96053e-007	1483.5	1506.02	1497.92
1504.38	974.09	58	1.#QNAN	0	0	0	6.86071e-007	1447.31	1504.38	1496.35
1502.21	973.003	59	1.#QNAN	0	0.016	0	6.87914e-007	1423.2	1502.21	1494.2
1500.2	971.889	60	1.#QNAN	0	0.016	0	6.83754e-007	1436.82	1500.2	1492.18
1498.46	970.792	61	1.#QNAN	0	0	0	7.04771e-007	1456.77	1498.46	1490.49
1496.75	969.9	62	1.#QNAN	0	0.015	0	7.1913e-007	1437.4	1496.75	1488.81
1495.2	968.942	63	1.#QNAN	0	0	0	7.05424e-007	1451.57	1495.2	1487.3
1493.28	967.69	64	1.#QNAN	0	0.016	0	7.43385e-007	1441	1493.28	1485.44
1491.61	966.583	65	1.#QNAN	0	0	0	7.15116e-007	1458.12	1491.61	1483.84
1490.15	965.535	66	1.#QNAN	0	0.015	0	7.51074e-007	1463.65	1490.15	1482.46
1488.16	964.557	67	1.#QNAN	0	0.016	0	7.52914e-007	1429.22	1488.16	1480.52
1486.48	963.566	68	1.#QNAN	0	0	0	7.57177e-007	1457.83	1486.48	1478.91
1484.8	962.547	69	1.#QNAN	0	0.016	0	7.49451e-007	1482.32	1484.8	1477.32
1483.11	961.341	70	1.#QNAN	0	0	0	7.72779e-007	1467.27	1483.11	1475.66
1481.13	960.133	71	1.#QNAN	0	0.015	0	7.26831e-007	1425.65	1481.13	1473.71
1479.63	959.177	72	1.#QNAN	0	0	0	7.74274e-007	1441.07	1479.63	1472.24
1478.09	958.235	73	1.#QNAN	0	0.016	0	7.15828e-007	1446.92	1478.09	1470.75
1476.65	957.265	74	1.#QNAN	0	0.015	0	7.53359e-007	1443.68	1476.65	1469.36
1475.17	956.223	75	1.#QNAN	0	0	0	7.66588e-007	1436.26	1475.17	1467.92
1474.08	955.284	76	1.#QNAN	0	0.016	0	7.5983e-007	1472.41	1474.08	1466.93
1472.88	954.363	77	1.#QNAN	0	0	0	7.30652e-007	1452.41	1472.88	1465.77
1472.13	953.69	78	1.#QNAN	0	0.016	0	7.63581e-007	1500.19	1472.13	1465.1
1470.81	952.695	79	1.#QNAN	0	0.015	0	7.75072e-007	1454.88	1470.81	1463.84
1469.35	951.842	80	1.#QNAN	0	0	0	7.67243e-007	1447.14	1469.35	1462.43
1467.88	950.964	81	1.#QNAN	0	0.016	0	7.54328e-007	1433.73	1467.88	1461
1466.13	950.011	82	1.#QNAN	0	0	0	7.81367e-007	1399.75	1466.13	1459.29
1464.99	949.177	83	1.#QNAN	0	0.015	0	7.65008e-007	1433.86	1464.99	1458.2
1463.85	948.485	84	1.#QNAN	0	0	0	7.60008e-007	1455.9	1463.85	1457.11
1462.82	947.863	85	1.#QNAN	0	0	0	7.45196e-007	1449.67	1462.82	1456.14
1462.1	947.351	86	1.#QNAN	0	0.016	0	7.3716e-007	1464.48	1462.1	1455.49
1461.31	946.817	87	1.#QNAN	0	0	0	7.47918e-007	1460.97	1461.31	1454.76
1460.52	946.266	88	1.#QNAN	0	0.015	0	7.34987e-007	1459.29	1460.52	1454.06
1459.72	945.663	89	1.#QNAN	0	0	0	7.83226e-007	1463.16	1459.72	1453.34
1458.93	944.985	90	1.#QNAN	0	0.016	0	7.75984e-007	1449.51	1458.93	1452.62
1458.27	944.411	91	1.#QNAN	0	0.015	0	7.51477e-007	1461.45	1458.27	1452.03
1457.76	944.04	92	1.#QNAN	0	0	0	7.66959e-007	1475.94	1457.76	1451.6
1456.81	943.474	93	1.#QNAN	0	0.016	0	7.66311e-007	1427.74	1456.81	1450.71
1456.01	942.882	94	1.#QNAN	0	0	0	7.62932e-007	1443.26	1456.01	1449.97
1455.29	942.374	95	1.#QNAN	0	0.016	0	7.50701e-007	1438.96	1455.29	1449.32
1454.75	941.901	96	1.#QNAN	0	0	0	8.16795e-007	1471.62	1454.75	1448.84
1454.14	941.392	97	1.#QNAN	0	0.015	0	7.59996e-007	1451.34	1454.14	1448.3
1453.7	940.869	98	1.#QNAN	0	0.016	0	7.55015e-007	1472.78	1453.7	1447.93
1453.17	940.462	99	1.#QNAN	0	0	0	7.59554e-007	1477.46	1453.17	1447.47
1452.66	940.035	100	1.#QNAN	0	0.015	0	7.95002e-007	1455.69	1452.66	1447.03
1452.13	939.57	101	1.#QNAN	0	0	0	7.41756e-007	1466.21	1452.13	1446.57
1451.55	939.083	102	1.#QNAN	0	0.016	0	7.54828e-007	1441.96	1451.55	1446.06
1450.77	938.566	103	1.#QNAN	0	0	0	7.76047e-007	1432.82	1450.77	1445.33
1450.19	938.137	104	1.#QNAN	0	0.016	0	7.78227e-007	1459.86	1450.19	1444.81
1449.36	937.6	105	1.#QNAN	0	0.015	0	7.54904e-007	1429.14	1449.36	1444.04
1448.62	937.281	106	1.#QNAN	0	0	0	7.78539e-007	1434.18	1448.62	1443.37
1447.65	936.882	107	1.#QNAN	0	0.016	0	7.97935e-007	1419.33	1447.65	1442.45
1446.89	936.495	108	1.#QNAN	0	0	0	7.93233e-007	1417.47	1446.89	1441.75
1446.1	936.068	109	1.#QNAN	0	0.015	0	8.05154e-007	1421.15	1446.1	1441.02
1445.38	935.622	110	1.#QNAN	0	0	0	7.85156e-007	1420.11	1445.38	1440.35
1444.95	935.256	111	1.#QNAN	0	0.016	0	7.72296e-007	1456.79	1444.95	1439.99
1444.26	934.885	112	1.#QNAN	0	0.016	0	7.58235e-007	1438.66	1444.26	1439.37
1443.34	934.472	113	1.#QNAN	0	0	0	8.15284e-007	1424.54	1443.34	1438.51
1442.83	934.195	114	1.#QNAN	0	0.015	0	7.52372e-007	1443.87	1442.83	1438.07
1442.3	933.853	115	1.#QNAN	0	0	0	7.84936e-007	1438.53	1442.3	1437.61
1441.76	933.586	116	1.#QNAN	0	0.016	0	7.6949e-007	1456.53	1441.76	1437.13
1441.21	933.346	117	1.#QNAN	0	0	0	7.67485e-007	1452.76	1441.21	1436.66
1440.68	933.04	118	1.#QNAN	0	0	0	7.71128e-007	1447.44	1440.68	1436.19
1440.24	932.743	119	1.#QNAN	0	0.016	0	7.24318e-007	1444.89	1440.24	1435.81
1439.97	932.48	120	1.#QNAN	0	0	0	7.7076e-007	1464.21	1439.97	1435.6
1439.76	932.178	121	1.#QNAN	0	0.016	0	7.72173e-007	1465.38	1439.76	1435.45
1439.39	931.905	122	1.#QNAN	0	0	0	7.81082e-007	1467.78	1439.39	1435.15
1439.18	931.664	123	1.#QNAN	0	0.015	0	7.71576e-007	1480.27	1439.18	1435.01
1438.89	931.391	124	1.#QNAN	0	0	0	7.91298e-007	1465.84	1438.89	1434.77
1438.59	931.152	125	1.#QNAN	0	0.016	0	7.77264e-007	1451.6	1438.59	1434.53
1438.4	930.824	126	1.#QNAN	0	0.015	0	7.94498e-007	1471.83	1438.4	1434.4
